data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-01-12 14:36:48.898165;1010;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Magen Glenn;feminino;cartão de crédito
2026-01-12 15:13:54.734171;1011;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Yael Isaac;feminino;boleto
2026-01-12 16:07:49.087489;1012;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Sheila Joseph;feminino;boleto
2026-01-12 17:30:51.671184;1013;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Donna Toler;feminino;cartão de crédito
2026-01-12 18:32:49.860484;1014;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Sharon Cooley;feminino;pix
2026-01-12 21:09:55.159143;1015;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Erick Nelson;masculino;dinheiro
2026-01-12 22:33:52.112680;1016;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jonathan Skalicky;masculino;pix
2026-01-12 23:29:52.497076;1017;São Paulo;Ana Oliveira;Smartwatch Garmin;Alberto Mcdonald;masculino;dinheiro
2026-01-13 14:36:49.780826;1018;Florianópolis;Tiago Lima;Tablet Apple Ipad;Derrick Porter;masculino;pix
2026-01-13 17:45:54.969281;1019;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Marilee Blackwell;feminino;cartão de crédito
2026-01-13 17:51:54.026146;1020;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Christine Banuelos;feminino;boleto
2026-01-13 17:57:48.180808;1021;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Francisco Hawkins;masculino;pix
2026-01-13 20:57:51.691380;1022;São Paulo;Ana Oliveira;Smartwatch Garmin;Nancy Stephen;feminino;cartão de crédito
2026-01-14 16:26:53.247351;1023;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Patricia Soto;feminino;pix
2026-01-14 18:02:48.001334;1024;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Robin Chenier;feminino;pix
2026-01-14 18:32:50.162288;1025;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Martha Pinks;feminino;dinheiro
2026-01-14 18:49:53.861757;1026;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Nicole Arocha;feminino;pix
2026-01-14 21:53:49.508519;1027;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Larry Adams;masculino;pix
2026-01-15 00:30:49.840657;1028;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Paula Lewis;feminino;cartão de crédito
2026-01-15 00:42:52.301300;1029;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Sam Fluitt;masculino;pix
2026-01-15 14:33:55.064184;1030;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Anthony Truitt;masculino;dinheiro
2026-01-15 18:12:50.540917;1031;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Ivan Smith;masculino;pix
2026-01-15 18:42:49.685507;1032;São Paulo;Lucas Pereira;Smartwatch Garmin;Sandra Crank;feminino;pix
2026-01-15 20:04:48.561731;1033;Florianópolis;Tiago Lima;Tablet Apple Ipad;Annie Simpson;feminino;dinheiro
2026-01-15 20:29:52.372149;1034;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Angela Smith;feminino;dinheiro
2026-01-15 20:37:49.663189;1035;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Debbie Carter;feminino;cartão de crédito
2026-01-15 20:41:51.478289;1036;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;James Wotring;masculino;dinheiro
2026-01-16 01:10:53.639102;1037;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ellen English;feminino;cartão de crédito
2026-01-16 15:35:52.912973;1038;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Clifton Pauly;masculino;cartão de crédito
2026-01-16 18:35:52.555560;1039;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Larry Blunt;masculino;dinheiro
2026-01-16 20:36:50.719363;1040;São Paulo;Lucas Pereira;Tablet Apple Ipad;Martha Paci;feminino;boleto
2026-01-16 21:57:48.181791;1041;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jennifer Buford;feminino;dinheiro
2026-01-16 22:32:50.696794;1042;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Helen Hutton;feminino;pix
2026-01-16 22:33:48.929779;1043;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Ruth Bailey;feminino;pix
2026-01-17 00:47:49.677149;1044;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Jeff Kenney;masculino;dinheiro
2026-01-17 14:38:50.975352;1045;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Nellie Warner;feminino;dinheiro
2026-01-17 15:41:51.484080;1046;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Claude Coplin;masculino;dinheiro
2026-01-17 15:56:52.084296;1047;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Claire Unch;feminino;boleto
2026-01-17 18:09:51.821787;1048;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Amado Gossett;masculino;dinheiro
2026-01-17 18:16:52.503635;1049;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;James Hubbard;masculino;boleto
2026-01-17 18:18:51.156712;1050;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Mary Burleson;feminino;dinheiro
2026-01-17 20:52:54.056603;1051;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Pablo Gober;masculino;cartão de crédito
2026-01-17 21:12:48.820833;1052;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Janice Thompson;feminino;pix
2026-01-17 21:57:54.733886;1053;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Sherry Richards;feminino;dinheiro
2026-01-18 16:21:48.726443;1054;Florianópolis;Tiago Lima;Smartwatch Garmin;Philip Read;masculino;boleto
2026-01-18 17:47:51.445362;1055;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jason Tennill;masculino;cartão de crédito
2026-01-18 17:54:51.767983;1056;Florianópolis;Gabriela Santos;Smartwatch Garmin;Bennie Arrowood;masculino;cartão de crédito
2026-01-18 20:59:49.320670;1057;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Barbara Daniels;feminino;cartão de crédito
2026-01-18 21:38:50.290320;1058;Florianópolis;Tiago Lima;Tablet Apple Ipad;Pam Wilson;feminino;pix
2026-01-18 22:32:50.926523;1059;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Crystal Hodge;feminino;cartão de crédito
2026-01-19 01:10:55.084943;1060;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Librada Braun;feminino;cartão de crédito
2026-01-19 01:12:49.411999;1061;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Alma Wilson;feminino;pix
2026-01-19 16:54:52.533622;1062;São Paulo;Lucas Pereira;Smartwatch Garmin;Crystal Anderson;feminino;cartão de crédito
2026-01-19 19:20:50.799530;1063;São Paulo;Ana Oliveira;Tablet Apple Ipad;Beverly Nichols;feminino;boleto
2026-01-19 19:28:49.168818;1064;São Paulo;Ana Oliveira;Smartwatch Garmin;John Hill;masculino;pix
2026-01-19 20:08:50.292941;1065;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;James Sheridan;masculino;dinheiro
2026-01-19 21:36:50.535002;1066;São Paulo;Lucas Pereira;Tablet Apple Ipad;Shari Hall;feminino;pix
2026-01-20 17:53:50.820900;1067;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Lawrence Lefebvre;masculino;pix
2026-01-20 20:29:54.365822;1068;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Elyse Janney;feminino;pix
2026-01-20 20:53:51.638377;1069;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Antonio Zeringue;masculino;dinheiro
2026-01-20 22:53:53.605186;1070;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Demarcus Dimick;masculino;pix
2026-01-20 23:04:55.238061;1071;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Andrew Parks;masculino;boleto
2026-01-21 01:04:52.423563;1072;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Peter Sanders;masculino;cartão de crédito
2026-01-21 16:23:48.928472;1073;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Joseph Faulkner;masculino;pix
2026-01-21 16:27:48.724963;1074;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Gary Giordano;masculino;boleto
2026-01-21 16:34:52.512349;1075;São Paulo;Lucas Pereira;Tablet Apple Ipad;Eric Dang;masculino;cartão de crédito
2026-01-21 19:02:48.728274;1076;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Roberta Davis;feminino;cartão de crédito
2026-01-21 19:24:47.805768;1077;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Ruby Bueche;feminino;dinheiro
2026-01-21 19:56:55.055749;1078;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Doris Richey;feminino;boleto
2026-01-21 21:36:51.945812;1079;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Charles Shortino;masculino;dinheiro
2026-01-22 15:04:53.964946;1080;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Robert Maddock;masculino;boleto
2026-01-22 17:16:50.770947;1081;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Virginia Garcia;feminino;boleto
2026-01-22 18:52:55.136288;1082;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Charlie Welsh;masculino;pix
2026-01-22 18:56:50.206225;1083;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Aaron Pierce;masculino;boleto
2026-01-22 19:17:54.423020;1084;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Nila Romero;feminino;boleto
2026-01-22 20:24:49.663005;1085;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Roger Jones;masculino;dinheiro
2026-01-22 20:51:49.031824;1086;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Elsie Barmore;feminino;dinheiro
2026-01-22 21:26:51.939812;1087;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Nannette Griego;feminino;boleto
2026-01-22 23:00:54.401194;1088;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Arnold Brown;masculino;boleto
2026-01-23 15:08:48.131704;1089;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Mary Moons;feminino;cartão de crédito
2026-01-23 15:27:50.039419;1090;Florianópolis;Tiago Lima;Notebook Dell Inspiron;James Cagle;masculino;pix
2026-01-23 18:33:49.520106;1091;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Brian Henry;masculino;pix
2026-01-23 20:52:48.086658;1092;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;John Beidleman;masculino;boleto
2026-01-23 22:04:54.809598;1093;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Kiana Ungaro;feminino;cartão de crédito
2026-01-23 22:22:49.641730;1094;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Geraldine Buckner;feminino;boleto
2026-01-23 23:16:53.928567;1095;São Paulo;Ana Oliveira;Smartwatch Garmin;Joan Desalvo;feminino;dinheiro
2026-01-24 00:54:47.888224;1096;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Todd Palmer;masculino;pix
2026-01-24 16:25:52.194731;1097;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Hollis Reeves;feminino;pix
2026-01-24 16:28:52.728156;1098;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Debra Betton;feminino;pix
2026-01-24 17:26:52.685340;1099;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Sean Becker;masculino;cartão de crédito
2026-01-24 19:10:50.984520;1100;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Richard Poole;masculino;boleto
2026-01-25 00:26:52.275262;1101;São Paulo;Ana Oliveira;Tablet Apple Ipad;Michael Gross;masculino;pix
2026-01-25 00:32:53.581139;1102;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Richard Sapp;masculino;boleto
2026-01-26 21:39:51.553350;1103;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Melania Eastman;feminino;cartão de crédito
2026-01-26 22:12:52.362764;1104;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Connie Maglio;feminino;boleto
2026-01-26 23:57:55.089741;1105;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Thelma Manns;feminino;pix
2026-01-27 01:18:54.402369;1106;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;James Miesch;masculino;dinheiro
2026-01-27 15:32:48.671307;1107;São Paulo;Ana Oliveira;Smartwatch Garmin;Edmond Watson;masculino;boleto
2026-01-27 17:35:52.503300;1108;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Bonnie Page;feminino;cartão de crédito
2026-01-27 17:58:47.540369;1109;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Vincent Jones;masculino;boleto
2026-01-27 18:20:55.351659;1110;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Matthew Sykes;masculino;boleto
2026-01-27 19:49:51.567464;1111;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Nancy Bergman;feminino;dinheiro
2026-01-27 20:10:50.786396;1112;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Roberto Brumfield;masculino;dinheiro
2026-01-27 20:48:52.991319;1113;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Anita Archambault;feminino;dinheiro
2026-01-27 21:18:50.409473;1114;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Doyle Hoyer;masculino;cartão de crédito
2026-01-27 23:08:49.634901;1115;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Michael Horn;masculino;pix
2026-01-28 00:34:48.420763;1116;São Paulo;Ana Oliveira;Tablet Apple Ipad;Robbin Keys;feminino;cartão de crédito
2026-01-28 01:24:52.382656;1117;São Paulo;Lucas Pereira;Tablet Apple Ipad;Eugenio Russell;masculino;boleto
2026-01-28 16:35:52.585858;1118;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;William Wurzbacher;masculino;pix
2026-01-28 19:15:47.577652;1119;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Peter Brooks;masculino;boleto
2026-01-28 22:01:53.019326;1120;São Paulo;Ana Oliveira;Tablet Apple Ipad;Tarah Large;feminino;pix
2026-01-28 23:16:50.801878;1121;São Paulo;Ana Oliveira;Tablet Apple Ipad;Anthony Rieser;masculino;boleto
2026-01-29 01:10:47.993292;1122;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Eileen Dietrick;feminino;dinheiro
2026-01-29 19:40:55.049041;1123;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Julie Alston;feminino;dinheiro
2026-01-30 01:05:55.306975;1124;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Molly Wise;feminino;pix
2026-01-30 14:59:48.881767;1125;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Frank Satchell;masculino;cartão de crédito
2026-01-30 20:48:48.677548;1126;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Ben Garcia;masculino;boleto
2026-01-30 21:59:52.487542;1127;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Amy Hines;feminino;cartão de crédito
2026-01-31 15:02:55.365679;1128;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;David Mcclendon;masculino;dinheiro
2026-01-31 15:39:49.783471;1129;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Sarah Rynn;feminino;cartão de crédito
2026-01-31 19:34:49.503933;1130;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Robert Gray;masculino;boleto
2026-01-31 19:56:52.502356;1131;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Elizabeth Burgess;feminino;boleto
2026-01-31 23:33:50.376534;1132;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Lucille Butler;feminino;cartão de crédito
2026-01-31 23:51:54.218696;1133;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Ivana Nguyen;feminino;dinheiro
2026-01-31 23:59:47.632709;1134;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Kurt Grandberry;masculino;pix
2026-02-01 15:39:48.634417;1135;São Paulo;Ana Oliveira;Smartwatch Garmin;Grover Gilliard;masculino;pix
2026-02-01 16:05:53.663433;1136;Florianópolis;Gabriela Santos;Smartwatch Garmin;Michael Stewart;masculino;boleto
2026-02-01 18:13:52.361714;1137;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Bonita Patel;feminino;pix
2026-02-01 21:14:53.194640;1138;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Kacy Jackson;feminino;pix
2026-02-01 22:29:51.439709;1139;Florianópolis;Tiago Lima;Smartwatch Garmin;Nicole Peck;feminino;pix
2026-02-01 22:37:50.781745;1140;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jodie Clark;feminino;cartão de crédito
2026-02-01 23:57:53.471623;1141;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Richard Stevenson;masculino;pix
2026-02-02 00:13:52.825786;1142;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Katie Schmitt;feminino;cartão de crédito
2026-02-02 16:58:49.461862;1143;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Lori Mcneil;feminino;boleto
2026-02-02 17:17:50.541987;1144;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Eric Suzuki;masculino;cartão de crédito
2026-02-02 17:34:55.033509;1145;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Marion Irving;feminino;cartão de crédito
2026-02-02 18:13:53.043326;1146;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Clarence Cole;masculino;cartão de crédito
2026-02-02 18:41:54.440475;1147;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Steve Alonso;masculino;cartão de crédito
2026-02-02 19:08:51.900122;1148;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Gregory Noble;masculino;cartão de crédito
2026-02-03 18:18:55.092066;1149;São Paulo;Lucas Pereira;Smartwatch Garmin;Mable Legions;feminino;boleto
2026-02-03 18:59:55.084728;1150;Florianópolis;Tiago Lima;Tablet Apple Ipad;Don Smith;masculino;pix
2026-02-03 19:11:49.717336;1151;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Felicia Daley;feminino;pix
2026-02-03 19:36:52.430189;1152;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;John Throckmorton;masculino;cartão de crédito
2026-02-04 15:24:53.584440;1153;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Stephen Johnson;masculino;pix
2026-02-04 15:59:54.355004;1154;São Paulo;Ana Oliveira;Smartwatch Garmin;Debra Chu;feminino;cartão de crédito
2026-02-04 16:36:51.139470;1155;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Dorothy Post;feminino;dinheiro
2026-02-04 19:56:52.850006;1156;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mary Mckinney;feminino;pix
2026-02-04 20:41:51.904712;1157;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Lois Schaffner;feminino;pix
2026-02-05 01:22:50.506872;1158;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Amelia Barringer;feminino;dinheiro
2026-02-05 15:50:51.134517;1159;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Dale Pierce;masculino;pix
2026-02-05 18:13:54.299645;1160;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Chuck Harris;masculino;pix
2026-02-05 19:36:50.562304;1161;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Giovanna Vigil;feminino;dinheiro
2026-02-05 20:12:53.068884;1162;Florianópolis;Gabriela Santos;Smartwatch Garmin;Delores Schwartz;feminino;dinheiro
2026-02-05 21:38:55.356516;1163;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Albert Torres;masculino;dinheiro
2026-02-05 22:18:48.075909;1164;São Paulo;Lucas Pereira;Smartwatch Garmin;John Criner;masculino;cartão de crédito
2026-02-06 15:19:49.988217;1165;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Daniel Acree;masculino;pix
2026-02-06 16:30:53.464035;1166;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Harry Brooks;masculino;pix
2026-02-06 18:16:53.116423;1167;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Ivey Fick;feminino;dinheiro
2026-02-06 18:17:49.763399;1168;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Jacob Copeland;masculino;cartão de crédito
2026-02-06 18:34:49.839131;1169;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Pauline Behrens;feminino;boleto
2026-02-06 19:49:49.501672;1170;São Paulo;Ana Oliveira;Tablet Apple Ipad;June Krieger;feminino;boleto
2026-02-06 20:13:55.034587;1171;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Jeanne Garnett;feminino;pix
2026-02-06 22:36:53.508205;1172;Florianópolis;Gabriela Santos;Smartwatch Garmin;Dustin Copher;masculino;pix
2026-02-06 23:25:49.706763;1173;Florianópolis;Gabriela Santos;Tablet Apple Ipad;John Cunningham;masculino;dinheiro
2026-02-07 14:30:48.332314;1174;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Gloria Whittmore;feminino;boleto
2026-02-07 15:51:51.936229;1175;Florianópolis;Tiago Lima;Tablet Apple Ipad;George Arnold;masculino;boleto
2026-02-07 16:54:51.710187;1176;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dawn Fermin;feminino;boleto
2026-02-07 20:18:52.429655;1177;São Paulo;Ana Oliveira;Tablet Apple Ipad;Corey Lara;masculino;cartão de crédito
2026-02-07 21:59:54.639989;1178;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Scott Cohen;masculino;dinheiro
2026-02-08 01:13:50.909939;1179;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Zelda Camire;feminino;dinheiro
2026-02-08 15:04:54.543107;1180;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Christopher Patterson;masculino;cartão de crédito
2026-02-08 15:27:48.161798;1181;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Ray Medina;masculino;pix
2026-02-08 15:47:54.692769;1182;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Teri Hanson;feminino;pix
2026-02-09 00:46:48.899806;1183;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jeanne Gayton;feminino;boleto
2026-02-09 14:33:54.717259;1184;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Mamie Cole;feminino;cartão de crédito
2026-02-09 21:59:48.819287;1185;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Curtis Reedy;masculino;boleto
2026-02-09 22:49:55.067512;1186;Florianópolis;Tiago Lima;Tablet Apple Ipad;Lynda Burges;feminino;pix
2026-02-09 23:11:50.651124;1187;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Marcus Pierce;masculino;cartão de crédito
2026-02-09 23:40:51.168078;1188;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Herbert Adams;masculino;pix
2026-02-10 15:15:54.993203;1189;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Misty Allred;feminino;boleto
2026-02-10 15:18:53.132129;1190;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Vincent Muchow;masculino;dinheiro
2026-02-10 15:51:54.688947;1191;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Terry Schram;masculino;dinheiro
2026-02-10 17:57:52.112325;1192;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Alexander Mcdaniel;masculino;pix
2026-02-10 18:30:55.025016;1193;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Robert Sera;masculino;cartão de crédito
2026-02-10 20:47:51.931474;1194;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Emil Hollis;masculino;boleto
2026-02-10 20:57:51.556251;1195;Florianópolis;Tiago Lima;Smartwatch Garmin;Lawrence Preston;masculino;dinheiro
2026-02-11 16:30:51.032862;1196;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Cecil Wisdom;feminino;pix
2026-02-11 18:39:49.913899;1197;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Jose Sepulveda;masculino;cartão de crédito
2026-02-11 18:59:49.336150;1198;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Lucas Mikeska;masculino;boleto
2026-02-11 20:35:47.610570;1199;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Everett Jones;masculino;cartão de crédito
2026-02-11 23:21:50.485740;1200;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Luis Blair;masculino;pix
2026-02-12 00:16:53.028935;1201;Florianópolis;Gabriela Santos;Smartwatch Garmin;Lucinda Doherty;feminino;pix
2026-02-12 15:20:48.162170;1202;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Aline Gonzales;feminino;boleto
2026-02-12 18:11:48.261591;1203;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Gary Jennings;masculino;boleto
2026-02-12 19:00:51.208063;1204;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Amanda Anderson;feminino;dinheiro
2026-02-12 19:32:54.733717;1205;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Michael Brown;masculino;boleto
2026-02-13 00:51:53.757624;1206;São Paulo;Lucas Pereira;Smartwatch Garmin;David Aguirre;masculino;pix
2026-02-13 01:07:48.104613;1207;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Patrica Sittloh;feminino;dinheiro
2026-02-13 15:33:49.294760;1208;São Paulo;Lucas Pereira;Tablet Apple Ipad;Margit Dominguez;feminino;cartão de crédito
2026-02-14 00:39:47.576136;1209;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Clyde Haley;masculino;cartão de crédito
2026-02-14 15:17:49.714226;1210;São Paulo;Ana Oliveira;Tablet Apple Ipad;Anne Harris;feminino;dinheiro
2026-02-14 16:11:51.684655;1211;Florianópolis;Tiago Lima;Tablet Apple Ipad;Catherine Wilbanks;feminino;boleto
2026-02-14 19:13:54.543552;1212;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Michael Morely;masculino;boleto
2026-02-14 21:26:48.678119;1213;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Joseph Maldonado;masculino;boleto
2026-02-14 21:50:50.503383;1214;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Richard Lewis;masculino;pix
2026-02-14 23:30:51.039359;1215;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Patricia Simpson;feminino;cartão de crédito
2026-02-14 23:49:47.787170;1216;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Alana Baughman;feminino;boleto
2026-02-15 15:06:52.850916;1217;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;William Warncke;masculino;pix
2026-02-15 15:29:50.375835;1218;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Raquel Roach;feminino;cartão de crédito
2026-02-15 16:03:47.598814;1219;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Debbie Sharp;feminino;cartão de crédito
2026-02-15 16:25:55.087049;1220;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Joseph Christensen;masculino;boleto
2026-02-15 18:51:48.318673;1221;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Lee Foronda;masculino;cartão de crédito
